Word,Length,Freq_HAL,Log_Freq_HAL,MorphSp,POS
mutes,5,103,4.63,{mute}>s>,NN|VB
mutts,5,189,5.24,{mutt}>s>,NN
muzzy,5,65,4.17,NULL,JJ
MYERS,5,3462,8.15,{myers},NN
mynah,5,51,3.93,{mynah},NN
MYRON,5,448,6.1,NULL,NN
Naafi,5,15,2.71,NULL,NULL
nabob,5,10,2.3,NULL,NN
NACHT,5,151,5.02,NULL,NULL
nacre,5,398,5.99,NULL,NN
nadir,5,226,5.42,{nadir},NN
NAGEL,5,480,6.17,NULL,NULL
NAGLE,5,498,6.21,NULL,NULL
NAHCE,5,0,0,NULL,NULL
naiad,5,15,2.71,{naiad},NN
naira,5,2,0.69,{naira},NN
napes,5,8,2.08,{nape}>s>,NN
narks,5,8,2.08,{nark}>s>,VB
narky,5,5,1.61,{nark}>y>,JJ
moats,5,147,4.99,{moat}>s>,NN
mocks,5,151,5.02,{mock}>s>,VB
MODUS,5,369,5.91,{modus},minor|NN
moggy,5,201,5.3,NULL,NULL
moils,5,0,0,NULL,NULL
MOISE,5,135,4.91,NULL,NULL
mokes,5,4,1.39,NULL,NULL
moles,5,278,5.63,{mole}>s>,NN
molls,5,3,1.1,{moll}>s>,NN
molto,5,730,6.59,NULL,RB
MONDE,5,1324,7.19,NULL,NN
MONEI,5,3,1.1,NULL,NULL
MONEL,5,12,2.48,NULL,NULL
MONGI,5,0,0,NULL,NULL
MONIC,5,14,2.64,{monic},JJ
monos,5,174,5.16,{mono}>s>,NN
moots,5,49,3.89,NULL,NULL
mopes,5,17,2.83,{mope}>s>,VB
morns,5,20,3,{morn}>s>,NN
motes,5,56,4.03,{mote}>s>,NN
motet,5,37,3.61,{motet},NN
MOUGH,5,1,0,NULL,NULL
moult,5,26,3.26,{moult},VB
milch,5,44,3.78,{milch},JJ
MILLE,5,289,5.67,NULL,NULL
mimed,5,133,4.89,{mime}>ed>,VB|JJ
mimes,5,70,4.25,{mime}>s>,NN|VB
mingy,5,4,1.39,{mingy},JJ
minim,5,293,5.68,{minim},NN
minis,5,660,6.49,{mini}>s>,NN
MINNS,5,12,2.48,NULL,NULL
MINOT,5,202,5.31,NULL,NN
mints,5,268,5.59,{mint}>s>,NN|VB
mired,5,255,5.54,{mire}>ed>,VB
mires,5,26,3.26,{mire}>s>,VB|NN
MISES,5,252,5.53,NULL,NULL
MISSA,5,151,5.02,NULL,NN
mites,5,536,6.28,{mite}>s>,NN
mitts,5,184,5.21,{mitt}>s>,NN
mixes,5,1947,7.57,{mix}>s>,NN|VB
meeds,5,14,2.64,{meed}>s>,NN
melds,5,39,3.66,{meld}>s>,VB
melts,5,660,6.49,{melt}>s>,VB
MELZI,5,0,0,NULL,NULL
MENAS,5,44,3.78,NULL,NULL
mends,5,26,3.26,{mend}>s>,VB|NN
MENET,5,18,2.89,NULL,NULL
MENLO,5,1474,7.3,{menlo},NN
MERCE,5,103,4.63,NULL,NULL
meres,5,277,5.62,NULL,NULL
MERLE,5,697,6.55,{merle},NN
mesas,5,72,4.28,{mesa}>s>,NN
meson,5,67,4.2,{meson},NN
MESTA,5,83,4.42,NULL,NULL
METED,5,140,4.94,{mete}>ed>,VB
meths,5,36,3.58,{meths},NN
METIS,5,78,4.36,NULL,NN
metre,5,586,6.37,{metre},NN
MEYER,5,3752,8.23,{meyer},NN
MEYLE,5,0,0,NULL,NULL
miaou,5,3,1.1,NULL,NULL
miaow,5,28,3.33,{miaow},NN|VB
micks,5,16,2.77,{mick}>s>,NN
MICKY,5,641,6.46,{mick--y},NN
middy,5,6,1.79,NULL,NN
midis,5,70,4.25,{midi}>s>,NN
miens,5,8,2.08,{mien}>s>,NN
miffs,5,4,1.39,NULL,NULL
mikes,5,697,6.55,{mike}>s>,NN
MARDI,5,1171,7.07,NULL,NULL
MARGO,5,1544,7.34,{margo},NN
MARIN,5,2244,7.72,{marin},NN
MARIS,5,240,5.48,NULL,NN
MARMI,5,12,2.48,NULL,NULL
MAROC,5,91,4.51,NULL,NN
MAROY,5,0,0,NULL,NULL
MARUM,5,0,0,NULL,NULL
maser,5,74,4.3,{maser},NN
massy,5,58,4.06,{mass}>y>,JJ
MATEO,5,1785,7.49,NULL,NULL
MATER,5,771,6.65,{mater},NN
maths,5,1466,7.29,{maths},NN
MATSU,5,59,4.08,NULL,NN
MAUCH,5,60,4.09,NULL,NULL
MAUDE,5,200,5.3,NULL,NULL
mauls,5,36,3.58,{maul}>s>,VB
mavis,5,186,5.23,{mavis},NN
maxis,5,859,6.76,NULL,NULL
MAYER,5,1254,7.13,{mayer},NN
mayst,5,11,2.4,{may}>st>,VB
mazed,5,33,3.5,{maze}>ed>,VB|JJ
mazes,5,260,5.56,{maze}>s>,NN
meads,5,92,4.52,{meads},NN
MEARS,5,184,5.21,NULL,NULL
MECUM,5,17,2.83,NULL,NULL
MEDEA,5,105,4.65,{medea},NN
maces,5,59,4.08,{mace}>s>,NN
macks,5,19,2.94,NULL,NULL
MACON,5,947,6.85,{macon},NN
MAE'S,5,41,3.71,NULL,NULL
MAGEE,5,314,5.75,NULL,NULL
MAGET,5,0,0,NULL,NULL
MAGOG,5,79,4.37,{magog},NN
magus,5,790,6.67,NULL,NN
MAHUA,5,0,0,NULL,NN
MAIER,5,274,5.61,NULL,JJ|NN
maims,5,19,2.94,{maim}>s>,VB
MAJUH,5,0,0,NULL,NULL
Malay,5,647,6.47,{malay},NN
MALIA,5,55,4.01,NULL,NULL
malls,5,891,6.79,{mall}>s>,NN
malts,5,211,5.35,{malt}>s>,NN
mamas,5,148,5,{mama}>s>,NN
mammy,5,76,4.33,{mammy},NN
MANAS,5,80,4.38,NULL,NN
MANDO,5,443,6.09,NULL,NULL
mange,5,241,5.48,{mange},NN
MANIN,5,231,5.44,NULL,NULL
MANON,5,271,5.6,NULL,NULL
manse,5,33,3.5,{manse},NN
MANYE,5,2,0.69,NULL,NULL
Maori,5,575,6.35,{maori},NN|JJ
lodes,5,12,2.48,NULL,NULL
loess,5,76,4.33,{loess},NN
LOEWE,5,60,4.09,NULL,NN
lofts,5,50,3.91,{loft}>s>,NN
Logan,5,2476,7.81,{logan},NN
LOIRE,5,73,4.29,{loire},NN
lolls,5,6,1.79,{loll}>s>,VB
LOOKY,5,63,4.14,NULL,minor
loons,5,360,5.89,{loon}>s>,NN
loots,5,34,3.53,{loot}>s>,NN|VB
LOPER,5,18,2.89,{loper},NN
lopes,5,237,5.47,{lope}>s>,VB|NN
LORCA,5,43,3.76,NULL,NN
LORDE,5,75,4.32,NULL,NULL
LOREN,5,3243,8.08,{loren},NN
lorry,5,373,5.92,{lorry},NN
LOTTE,5,48,3.87,NULL,NN
lough,5,109,4.69,{lough},NN
lours,5,0,0,NULL,NULL
louts,5,93,4.53,{lout}>s>,NN
lovey,5,78,4.36,{love}>y>,JJ|NN|minor
LOVIE,5,71,4.26,NULL,NN
LOVIN,5,645,6.47,NULL,NULL
lowed,5,44,3.78,{low}>ed>,VB
LUANG,5,85,4.44,NULL,NULL
LUBRA,5,0,0,NULL,NN
LUCIA,5,1395,7.24,NULL,NN
lucre,5,59,4.08,{lucre},NN
LUDIE,5,0,0,NULL,NN
luffs,5,2,0.69,NULL,NULL
luges,5,4,1.39,{luge}>s>,NN|VB
LUISA,5,136,4.91,NULL,NULL
LUISE,5,21,3.04,NULL,NULL
LULLY,5,61,4.11,NULL,NN
LUMIA,5,3,1.1,NULL,NULL
lumme,5,55,4.01,NULL,minor
LUMPE,5,5,1.61,NULL,NULL
LUNDY,5,304,5.72,{lundy},NN
lupin,5,324,5.78,{lupin},NN
LURAY,5,21,3.04,NULL,NN
lures,5,512,6.24,{lure}>s>,NN|VB
lurgy,5,4,1.39,NULL,NULL
luted,5,1,0,{lute}>ed>,JJ
lutes,5,99,4.6,{lute}>s>,NN
LUTTE,5,56,4.03,NULL,NULL
LUXER,5,0,0,NULL,NULL
LUZON,5,75,4.32,{luzon},NN
lycee,5,76,4.33,NULL,NN
LYDIA,5,803,6.69,{lydia},NN
LYMAN,5,898,6.8,NULL,NN
lyres,5,14,2.64,{lyre}>s>,NN
LEVIN,5,1170,7.06,{levin},NN
LEW'S,5,33,3.5,NULL,NULL
lexes,5,2,0.69,{lex}>s>,NN
lexis,5,526,6.27,NULL,NN
LEYTE,5,166,5.11,NULL,NN
liana,5,69,4.23,NULL,NN
liane,5,156,5.05,NULL,NN
LIBER,5,921,6.83,NULL,NN
licit,5,64,4.16,{licit},JJ
licks,5,1065,6.97,{lick}>s>,VB|NN
lidos,5,7,1.95,{lido}>s>,NN
LIEUT,5,199,5.29,NULL,NULL
LIGNE,5,197,5.28,NULL,NN
LIKEE,5,7,1.95,NULL,NULL
lilos,5,0,0,{lilo}>s>,NN
lilts,5,2,0.69,{lilt}>s>,VB|NN
limed,5,9,2.2,{lime}>ed>,JJ|VB
limes,5,187,5.23,{lime}>s>,NN|VB
limey,5,158,5.06,{lime}>y>,NN|JJ
limns,5,0,0,{limn}>s>,VB
lings,5,38,3.64,NULL,NULL
LIPPI,5,13,2.56,NULL,NN
liras,5,51,3.93,{lira}>s>,NN
lisps,5,108,4.68,{lisp}>s>,NN|VB
LISSA,5,54,3.99,NULL,NULL
LISTE,5,728,6.59,NULL,NULL
LITLE,5,436,6.08,NULL,NULL
litre,5,655,6.48,{litre},NN
LITTA,5,1,0,NULL,NULL
loafs,5,21,3.04,{loaf}>s>,NN|VB
loamy,5,24,3.18,{loam}>y>,JJ
lobed,5,25,3.22,{lobe}>ed>,JJ
lochs,5,19,2.94,{loch}>s>,NN
locum,5,28,3.33,{locum},NN
LANTE,5,15,2.71,NULL,NULL
LANZA,5,198,5.29,NULL,NULL
larch,5,128,4.85,{larch},NN
lards,5,0,0,{lard}>s>,NN
largo,5,1090,6.99,{largo},NN
lathi,5,27,3.3,NULL,NN
laths,5,6,1.79,{lath}>s>,NN|VB
LAUDE,5,320,5.77,NULL,NULL
lauds,5,45,3.81,{laud}>s>,VB
LAURI,5,325,5.78,NULL,NULL
LAURO,5,104,4.64,NULL,NULL
laved,5,22,3.09,NULL,VB
laves,5,22,3.09,NULL,NULL
laxer,5,20,3,{lax}>er>,JJ
laxly,5,2,0.69,{lax}>ly>,RB
layby,5,8,2.08,{lay}{by},NN
lazed,5,4,1.39,{laze}>ed>,VB
lazes,5,6,1.79,{laze}>s>,VB
leafs,5,1018,6.93,{leaf}>s>,NN
LEALE,5,4,1.39,NULL,NULL
leant,5,85,4.44,{lean--t},VB|JJ
LEARY,5,752,6.62,{leary},NN
LECKY,5,60,4.09,NULL,NN
LEEDS,5,2484,7.82,{leeds},NN
leeks,5,118,4.77,{leek}>s>,NN
leers,5,27,3.3,{leer}>s>,VB|NN
LEG'S,5,24,3.18,NULL,NULL
LEIGH,5,1825,7.51,{leigh},NN
LEILA,5,386,5.96,{leila},NN
LEMME,5,1480,7.3,NULL,NULL
LENNY,5,2208,7.7,{lenn--y},NN
lento,5,57,4.04,NULL,JJ|RB|NN
Lents,5,17,2.83,{lent}>s>,NN
LEONA,5,456,6.12,NULL,NULL
LEONE,5,949,6.86,{leone},NN
LETCH,5,11,2.4,NULL,NN
KLIMT,5,56,4.03,NULL,NN
KLINE,5,542,6.3,{kline},NN
knaps,5,0,0,NULL,NULL
kneed,5,101,4.62,{knee}>ed>,VB|JJ
knell,5,222,5.4,{knell},NN
KNITE,5,3,1.1,NULL,NULL
knits,5,192,5.26,{knit}>s>,NN|VB
KNOTT,5,285,5.65,{knott},NN
knout,5,3,1.1,NULL,NN
kobos,5,1,0,NULL,NULL
kolas,5,3,1.1,{kola}>s>,NN
KOMBO,5,6,1.79,NULL,NULL
KONGA,5,5,1.61,NULL,NULL
KOOKS,5,537,6.29,NULL,NULL
kopje,5,12,2.48,NULL,NN
KORRA,5,8,2.08,NULL,NULL
kotow,5,0,0,NULL,VB|NN
kraal,5,12,2.48,NULL,NN|JJ|VB
KRAFT,5,1032,6.94,{kraft},NN
KRIMS,5,9,2.2,NULL,NULL
KRISS,5,131,4.88,NULL,NULL
KRIST,5,127,4.84,NULL,NULL
KROMY,5,0,0,NULL,NULL
krona,5,65,4.17,{krona},NN
krone,5,143,4.96,NULL,NN
KRUPA,5,52,3.95,NULL,NULL
KUBEK,5,27,3.3,NULL,NULL
kukri,5,9,2.2,{kukri},NN
kumis,5,0,0,NULL,NULL
kurus,5,31,3.43,NULL,NN
kvass,5,4,1.39,NULL,NN
KWAME,5,62,4.13,NULL,NULL
kwela,5,5,1.61,NULL,NULL
KYOTO,5,734,6.6,{kyoto},NN
kyrie,5,193,5.26,NULL,NULL
LABAN,5,61,4.11,NULL,NN
LACEY,5,350,5.86,{lacey},NN
laded,5,0,0,{lade}>ed>,VB
lades,5,14,2.64,{lade}>s>,VB
lakhs,5,128,4.85,{lakh}>s>,NN
LAMAR,5,1498,7.31,{lamar},NN
lamas,5,202,5.31,NULL,NN
lamed,5,27,3.3,{lame}>ed>,VB|JJ
lamer,5,656,6.49,{lame}>er>,NN
lames,5,78,4.36,{lame}>s>,VB
LAMON,5,12,2.48,NULL,NULL
LANGE,5,1081,6.99,{lange},NN
jujus,5,0,0,{juju}>s>,NN
JULES,5,1211,7.1,{jules},NN
JULIO,5,1196,7.09,{julio},NN
Junes,5,5,1.61,NULL,NULL
JURAS,5,5,1.61,NULL,NULL
JUSTE,5,199,5.29,NULL,NULL
KADER,5,80,4.38,NULL,NULL
KAJAR,5,2,0.69,NULL,NN
kales,5,147,4.99,{kale}>s>,NN
KANIN,5,23,3.14,NULL,NULL
KANTO,5,66,4.19,NULL,NULL
kapok,5,29,3.37,{kapok},NN
KARET,5,35,3.56,NULL,NULL
KARNS,5,17,2.83,NULL,NULL
KAROL,5,164,5.1,NULL,NN
KASAI,5,7,1.95,NULL,NN
KATOW,5,0,0,NULL,NULL
KATYA,5,100,4.61,NULL,NULL
KAZAN,5,131,4.88,{kazan},NN
KEANE,5,1158,7.05,{keane},NN
kebab,5,82,4.41,{kebab},NN
KEBOB,5,5,1.61,NULL,NULL
keels,5,92,4.52,{keel}>s>,NN|VB
KEENE,5,866,6.76,{keene},NN
keens,5,40,3.69,{keen}>s>,NN
KEINE,5,1150,7.05,NULL,NULL
KELTS,5,10,2.3,NULL,NULL
KEMPE,5,139,4.93,NULL,NULL
KENZO,5,15,2.71,NULL,NULL
kepis,5,2,0.69,NULL,NN
kerbs,5,14,2.64,{kerb}>s>,NN
KERBY,5,126,4.84,NULL,NN
KERRY,5,3764,8.23,{kerry},NN
ketch,5,78,4.36,{ketch},NN
KHAJU,5,0,0,NULL,NULL
khans,5,24,3.18,{khan}>s>,NN
KHASI,5,1,0,NULL,NN
KIANG,5,34,3.53,NULL,NN
kikes,5,32,3.47,NULL,NULL
kilns,5,77,4.34,{kiln}>s>,NN
kilos,5,525,6.26,{kilo}>s>,NN
kinda,5,15886,9.67,{kind--a},RB
kinks,5,750,6.62,{kink}>s>,NN|VB
KIOWA,5,36,3.58,{kiowa},NN
KIRBY,5,3084,8.03,{kir--by},NN
kirks,5,72,4.28,NULL,NULL
KIROV,5,62,4.13,{kirov},NN
kites,5,2760,7.92,{kite}>s>,NN
KITTI,5,416,6.03,NULL,NULL
kiwis,5,221,5.4,{kiwi}>s>,NN
KLEES,5,1,0,NULL,NULL
KLEIN,5,2651,7.88,{klein},NN
ivied,5,2,0.69,{ivy}>ed>,JJ
IZAAK,5,27,3.3,{izaak},NN
jabot,5,38,3.64,NULL,NN
JACKY,5,890,6.79,{jack--y},NN
jades,5,18,2.89,{jade}>s>,NN|VB
Jaffa,5,87,4.47,NULL,NN
JAGAN,5,24,3.18,NULL,NULL
JAGER,5,131,4.88,NULL,NN
jaggy,5,31,3.43,{jag}>y>,JJ|NN
jakes,5,173,5.15,{jake}>s>,NN
jambs,5,10,2.3,{jamb}>s>,NN
jammy,5,89,4.49,{jam}>y>,JJ
JAP'S,5,8,2.08,NULL,NULL
japes,5,10,2.3,{jape}>s>,NN
jawed,5,131,4.88,{jaw}>ed>,VB
jeeps,5,415,6.03,{jeep}>s>,NN
JELKE,5,5,1.61,NULL,NULL
jemmy,5,21,3.04,{jemmy},NN
JENKS,5,269,5.59,NULL,NULL
JENNI,5,521,6.26,NULL,NULL
JEREZ,5,85,4.44,NULL,NN
JESSY,5,70,4.25,NULL,NULL
jests,5,16,2.77,{jest}>s>,VB|NN
JIBES,5,175,5.16,{jibe}>s>,VB|NN
JIDGE,5,0,0,NULL,NULL
jilts,5,3,1.1,{jilt}>s>,VB
jingo,5,43,3.76,{jingo},NN|minor
jinks,5,234,5.46,{jink}>s>,VB|NN
jinns,5,9,2.2,NULL,NULL
JINNY,5,40,3.69,NULL,NULL
jived,5,7,1.95,{jive}>ed>,VB|JJ
jives,5,45,3.81,{jive}>s>,VB|NN
johns,5,3627,8.2,{john}>s>,NN
JOLLA,5,855,6.75,{jolla},NN
jolts,5,114,4.74,{jolt}>s>,NN|VB
JORDA,5,5,1.61,NULL,NULL
JORGE,5,2655,7.88,{jorge},NN
JOSEF,5,928,6.83,NULL,NULL
JOSSY,5,0,0,NULL,NULL
jowly,5,11,2.4,{jowl}>y>,JJ
JUBAL,5,52,3.95,NULL,NN
INTRA,5,263,5.57,NULL,NULL
Ionia,5,16,2.77,NULL,NN
Ionic,5,877,6.78,{ion--ic},JJ
iotas,5,4,1.39,{iota}>s>,NN
IRAQW,5,0,0,NULL,NULL
IRINA,5,363,5.89,NULL,NN
irked,5,207,5.33,{irk}>ed>,VB|JJ
IRVIN,5,1675,7.42,{irvin},NN
IRWIN,5,1454,7.28,{ir--win},NN
ISHAM,5,493,6.2,NULL,NULL
ISHII,5,100,4.61,NULL,NULL
ITALO,5,100,4.61,NULL,NULL
ITOIZ,5,7,1.95,NULL,NULL
infra,5,191,5.25,{infra},minor
INJUN,5,50,3.91,{injun},NN
inked,5,305,5.72,{ink}>ed>,VB|JJ
huffs,5,12,2.48,{huff}>s>,NN|VB
huger,5,40,3.69,{huge}>er>,JJ|NN
hulas,5,1,0,{hula}>s>,NN
hulls,5,380,5.94,{hull}>s>,NN|VB
HUMLY,5,0,0,NULL,NULL
humps,5,136,4.91,{hump}>s>,NN|VB
hunks,5,197,5.28,{hunk}>s>,NN
hurls,5,118,4.77,{hurl}>s>,VB
HUROK,5,0,0,NULL,NN
husks,5,113,4.73,{husk}>s>,NN
HWANG,5,648,6.47,NULL,NULL
HYNDE,5,69,4.23,NULL,NULL
hypos,5,36,3.58,{hypo}>s>,NN
iambi,5,1,0,NULL,NULL
iambs,5,3,1.1,{iamb}>s>,NN
IBSEN,5,76,4.33,{ib--sen},NN
icier,5,8,2.08,{ice}>y>>er>,JJ
icily,5,32,3.47,{ice}>y>>ly>,RB
icons,5,8098,9,{icon}>s>,NN
idler,5,113,4.73,{idle}>er>,NN
idles,5,112,4.72,{idle}>s>,NN|VB
ILEUM,5,83,4.42,NULL,NN
ILIAC,5,12,2.48,{iliac},JJ
ILONA,5,156,5.05,NULL,NN
imams,5,111,4.71,{imam}>s>,NN
HIREY,5,0,0,NULL,NULL
hived,5,16,2.77,{hive}>ed>,JJ
HOAPS,5,0,0,NULL,NULL
hobos,5,21,3.04,{hobo}>s>,NN
hocks,5,290,5.67,{hock}>s>,VB|NN
HOEVE,5,4,1.39,NULL,NULL
HOFFA,5,224,5.41,NULL,NN
HOKAN,5,1,0,NULL,NULL
HOLTY,5,0,0,NULL,NULL
homed,5,43,3.76,{home}>ed>,VB|JJ
homos,5,212,5.36,{homo}>s>,NN
HONAN,5,44,3.78,NULL,NN
HONDO,5,82,4.41,NULL,NN
honed,5,280,5.63,{hone}>ed>,VB
hones,5,28,3.33,{hone}>s>,VB
honks,5,44,3.78,{honk}>s>,VB|NN
honky,5,351,5.86,NULL,NN
HOPEI,5,1,0,NULL,NULL
HORNE,5,1283,7.16,{horne},NN
hosed,5,774,6.65,{hose}>ed>,VB|JJ
HOSTE,5,3,1.1,NULL,NULL
HOTEI,5,4,1.39,NULL,NULL
hotly,5,479,6.17,{hot}>ly>,RB
HOUGH,5,467,6.15,{hough},NN
houri,5,6,1.79,{houri},NN
hovel,5,56,4.03,{hovel},NN
HOWDA,5,0,0,NULL,NULL
HOWRY,5,1,0,NULL,NULL
HOWSE,5,59,4.08,NULL,NULL
HUBAY,5,3,1.1,NULL,NULL
heals,5,734,6.6,{heal}>s>,VB
HEARE,5,13,2.56,NULL,NULL
HEARN,5,297,5.69,NULL,NN
heath,5,2616,7.87,{heath},NN
heats,5,537,6.29,{heat}>s>,VB
hecks,5,11,2.4,{heck}>s>,NN
HEDDA,5,33,3.5,NULL,NN
heeds,5,23,3.14,{heed}>s>,VB
HEGEL,5,336,5.82,{hegel},NN
HEINE,5,123,4.81,NULL,NN
hells,5,533,6.28,{hell}>s>,NN
helms,5,2140,7.67,{helm}>s>,NN
helot,5,0,0,NULL,NN
HELVA,5,5,1.61,NULL,NULL
helve,5,1,0,NULL,NN
HEMUS,5,7,1.95,NULL,NULL
HENDL,5,1,0,NULL,NULL
HENRI,5,1083,6.99,{henri},NN
HERRY,5,19,2.94,NULL,VB
HEUTE,5,476,6.17,NULL,NULL
HEVIN,5,3,1.1,NULL,NULL
hewed,5,13,2.56,{hew}>ed>,VB
hewer,5,8,2.08,{hew}>er>,NN
hexed,5,50,3.91,{hex}>ed>,VB|JJ
HEXEN,5,776,6.65,NULL,NULL
hexes,5,600,6.4,{hex}>s>,NN|VB
HILAR,5,4,1.39,NULL,NULL
HILDY,5,23,3.14,NULL,NULL
hilts,5,37,3.61,{hilt}>s>,NN
HILUM,5,0,0,{hilum},NN
hinds,5,371,5.92,{hind}>s>,NN
HIRAM,5,228,5.43,{hiram},NN
HAGUE,5,1261,7.14,{hague},NN
hahas,5,0,0,NULL,NULL
HAINT,5,18,2.89,NULL,NULL
hakes,5,19,2.94,{hake}>s>,NN
HALDA,5,7,1.95,NULL,NULL
halfs,5,57,4.04,{half}>s>,VB|NN
halma,5,4,1.39,{halma},NN
HAMEY,5,5,1.61,NULL,NULL
HAN'S,5,910,6.81,NULL,NULL
HANCH,5,9,2.2,NULL,NULL
HANDE,5,24,3.18,NULL,NULL
HANEY,5,307,5.73,NULL,NULL
hanks,5,706,6.56,{hank}>s>,NN
haply,5,11,2.4,{hap}>ly>,RB
hared,5,26,3.26,{hare}>ed>,JJ
hares,5,132,4.88,{hare}>s>,NN
harks,5,45,3.81,{hark}>s>,VB
harms,5,1577,7.36,{harm}>s>,VB
harps,5,224,5.41,{harp}>s>,NN|VB
HARRO,5,19,2.94,NULL,NULL
harts,5,198,5.29,{hart}>s>,NN
HARUO,5,13,2.56,NULL,NULL
HARVE,5,36,3.58,NULL,NN
hasps,5,1,0,{hasp}>s>,NN
haulm,5,6,1.79,NULL,NULL
HAUMD,5,0,0,NULL,NULL
HAUTE,5,545,6.3,{haute},JJ|minor
haver,5,145,4.98,NULL,VB|NN
haves,5,448,6.1,{have}>s>,NN
hawed,5,26,3.26,{haw}>ed>,JJ|VB
HAYEK,5,252,5.53,NULL,NULL
hazed,5,27,3.3,{haze}>ed>,JJ
HEADE,5,4,1.39,NULL,NULL
greys,5,1295,7.17,{grey}>s>,NN|VB
grids,5,717,6.58,{grid}>s>,NN
GROOT,5,327,5.79,NULL,NN
GROTH,5,1389,7.24,NULL,NULL
grots,5,3,1.1,{grot}>s>,NN
GRUBB,5,309,5.73,{grubb},NN
gulfs,5,34,3.53,{gulf}>s>,NN
gulls,5,282,5.64,{gull}>s>,NN|VB
gunge,5,28,3.33,{gunge},NN
GURLA,5,1,0,NULL,NULL
gurus,5,2623,7.87,{guru}>s>,NN
guyed,5,17,2.83,{guy}>ed>,JJ
gybed,5,2,0.69,NULL,VB
gybes,5,5,1.61,NULL,NULL
H'ALL,5,0,0,NULL,NULL
HAAEK,5,0,0,NULL,NULL
HAASE,5,179,5.19,NULL,NULL
HABIB,5,254,5.54,NULL,NULL
HABLA,5,635,6.45,NULL,NULL
HABLE,5,127,4.84,NULL,NULL
hacks,5,1378,7.23,{hack}>s>,NN|VB
hadji,5,31,3.43,NULL,NN
HAFTA,5,569,6.34,NULL,NULL
hafts,5,0,0,NULL,NULL
glues,5,272,5.61,{glue}>s>,NN|VB
gluey,5,17,2.83,{glue}>y>,JJ
gluts,5,14,2.64,{glut}>s>,NN|VB
gnats,5,669,6.51,{gnat}>s>,NN
gnaws,5,33,3.5,{gnaw}>s>,VB|NN
goads,5,36,3.58,{goad}>s>,NN|VB
goats,5,1203,7.09,{goat}>s>,NN
GODOT,5,194,5.27,NULL,NULL
goers,5,277,5.62,{go}>er>>s>,NN
GOGOL,5,76,4.33,NULL,NN
GOLDA,5,97,4.57,NULL,NN
golfs,5,117,4.76,NULL,NULL
gongs,5,52,3.95,{gong}>s>,NN
GONNE,5,27,3.3,NULL,NULL
goofs,5,445,6.1,{goof}>s>,NN|VB
goons,5,668,6.5,{goon}>s>,NN
gored,5,132,4.88,{gore}>ed>,VB
gores,5,46,3.83,{gore}>s>,VB|NN
GORKY,5,67,4.2,{gorky},NN
gorse,5,13,2.56,{gorse},NN
Goths,5,812,6.7,{goth}>s>,NN
GOULD,5,2630,7.87,{gould},NN
gouty,5,4,1.39,{gout}>y>,JJ
GRADY,5,1468,7.29,{grady},NN
GRAFF,5,237,5.47,NULL,NULL
grans,5,68,4.22,{gran}>s>,NN
GRATA,5,142,4.96,{grata},minor
GRATT,5,11,2.4,NULL,NULL
GRE'T,5,0,0,NULL,NULL
grebe,5,27,3.3,{grebe},NN
GREER,5,898,6.8,{greer},NN
GREGG,5,2623,7.87,{gregg},NN
gauds,5,0,0,NULL,NULL
GAUER,5,43,3.76,NULL,NULL
Gauls,5,95,4.55,{gaul}>s>,NN
GAVIN,5,1620,7.39,{gavin},NN
gawks,5,9,2.2,{gawk}>s>,VB
gawps,5,0,0,{gawp}>s>,VB
gayer,5,12,2.48,{gay}>er>,JJ
GEARY,5,268,5.59,NULL,NULL
GEE'S,5,11,2.4,NULL,NULL
GEELY,5,0,0,NULL,NULL
gelds,5,0,0,{geld}>s>,VB|NN
GELLY,5,3,1.1,NULL,NULL
genii,5,79,4.37,{geni--i},NN
gents,5,212,5.36,{gent}>s>,NN
GERBY,5,0,0,NULL,NULL
GERRY,5,3982,8.29,{gerry},NN
geums,5,0,0,NULL,NULL
ghats,5,17,2.83,NULL,NN
GHENT,5,398,5.99,{ghent},NN
ghyll,5,4,1.39,NULL,NN
GIBBS,5,1208,7.1,{gibbs},NN
GIBBY,5,22,3.09,NULL,NN
gibed,5,2,0.69,{gibe}>ed>,JJ
gilds,5,5,1.61,{gild}>s>,VB
GILES,5,1513,7.32,{giles},NN
gills,5,291,5.67,{gill}>s>,NN
GIMPY,5,36,3.58,NULL,JJ
gipsy,5,80,4.38,{gipsy},NN
girds,5,4,1.39,{gird}>s>,VB
GIVIN,5,224,5.41,NULL,NULL
glebe,5,227,5.42,NULL,NN
glens,5,110,4.7,{glen}>s>,NN
Fuchs,5,396,5.98,{fuchs},NN
fucks,5,902,6.8,{fuck}>s>,NN|VB
fuggy,5,3,1.1,{fug}>y>,JJ
FULKE,5,4,1.39,NULL,NULL
fulls,5,24,3.18,NULL,NULL
funks,5,21,3.04,{funk}>s>,NN|VB
furls,5,2,0.69,{furl}>s>,VB|NN
furze,5,3,1.1,{furze},NN
fusil,5,26,3.26,NULL,NN|JJ
G'AHN,5,0,0,NULL,NULL
Gabon,5,207,5.33,{gabon},NN
Gaels,5,55,4.01,{gael}>s>,NN
gaffe,5,198,5.29,{gaffe},NN
gaffs,5,22,3.09,{gaff}>s>,NN|VB
gaged,5,29,3.37,{gage}>ed>,VB|JJ
gaits,5,40,3.69,{gait}>s>,NN
galas,5,98,4.58,{gala}>s>,NN
